TransactionDate,HouseAge,DistanceToMRT,ConvenienceStores,Latitude,Longitude,UnitPriceArea,PricePerYear
2013.083,12.8,1449.722,3,24.97289,121.51728,21.4,1.6589147286821704
2013.25,22.2,379.5575,10,24.98343,121.53762,44.0,1.9730941704035874
2013.083,38.5,665.0636,3,24.97503,121.53692,34.2,0.8860103626943006
2012.75,11.5,1360.139,1,24.95204,121.54842,26.2,2.2586206896551726
2012.833,34.8,175.6294,8,24.97347,121.54271,40.9,1.171919770773639
2013.5,5.2,390.5684,5,24.97937,121.54245,52.2,9.849056603773585
2013.083,0.0,274.0144,1,24.9748,121.53059,43.5,435.0
2013.333,17.6,1805.665,2,24.98672,121.52091,31.1,1.7570621468926553
2013.083,6.2,90.45606,9,24.97433,121.5431,58.0,9.206349206349207
2013.583,18.1,1783.18,3,24.96731,121.51486,20.9,1.148351648351648
2013.333,19.2,383.7129,8,24.972,121.54477,48.1,2.4922279792746114
2013.25,37.8,590.9292,1,24.97153,121.53559,39.7,1.0474934036939314
2012.917,28.0,372.6242,6,24.97838,121.54119,40.8,1.4519572953736652
2013.417,13.6,492.2313,5,24.96515,121.53737,43.8,3.197080291970803
2012.75,29.3,529.7771,8,24.98102,121.53655,40.2,1.3673469387755102
2013.333,37.2,186.5101,9,24.97703,121.54265,78.3,2.099195710455764
2013.333,9.0,1402.016,0,24.98569,121.5276,38.5,4.230769230769231
2013.583,30.6,431.1114,10,24.98123,121.53743,48.5,1.5798045602605861
2013.25,9.1,1402.016,0,24.98569,121.5276,42.3,4.5978260869565215
2013.333,34.5,324.9419,6,24.97814,121.5417,46.0,1.329479768786127
2013.25,1.1,193.5845,6,24.96571,121.54089,49.0,40.83333333333333
2013.0,16.5,4082.015,0,24.94155,121.50381,12.8,0.7710843373493975
2012.917,32.4,265.0609,8,24.98059,121.53986,40.2,1.236923076923077
2013.417,11.9,3171.329,0,25.00115,121.51776,46.6,3.8833333333333333
2013.583,31.0,1156.412,0,24.9489,121.53095,19.0,0.6109324758842444
2013.5,4.0,2147.376,3,24.96299,121.51284,33.4,8.146341463414634
2012.833,16.2,4074.736,0,24.94235,121.50357,14.7,0.9018404907975459
2012.917,27.1,4412.765,1,24.95032,121.49587,17.4,0.639705882352941
2013.333,39.7,333.3679,9,24.98016,121.53932,32.4,0.8140703517587938
2013.25,8.0,2216.612,4,24.96007,121.51361,23.9,2.950617283950617
2012.75,12.9,250.631,7,24.96606,121.54297,39.3,3.023076923076923
2013.167,3.6,373.8389,10,24.98322,121.53765,61.9,16.72972972972973
2013.167,13.0,732.8528,0,24.97668,121.52518,39.0,2.9770992366412217
2013.083,12.8,732.8528,0,24.97668,121.52518,40.6,3.147286821705426
2013.5,18.1,837.7233,0,24.96334,121.54767,29.7,1.6318681318681316
2013.083,11.0,1712.632,2,24.96412,121.5167,28.8,2.5945945945945947
2013.5,13.7,250.631,7,24.96606,121.54297,41.4,3.0
2012.833,2.0,2077.39,3,24.96357,121.51329,33.4,15.904761904761903
2013.417,32.8,204.1705,8,24.98236,121.53923,48.2,1.4650455927051673
2013.083,4.8,1559.827,3,24.97213,121.51627,21.7,4.428571428571429
2013.417,7.5,639.6198,5,24.97258,121.54814,40.8,5.368421052631579
2013.417,16.4,389.8219,6,24.96412,121.54273,40.6,2.460606060606061
2013.333,21.7,1055.067,0,24.96211,121.54928,23.1,1.0596330275229358
2013.0,19.0,1009.235,0,24.96357,121.54951,22.3,1.1675392670157068
2012.833,18.0,6306.153,1,24.95743,121.47516,15.0,0.8287292817679557
2013.167,39.2,424.7132,7,24.97429,121.53917,30.0,0.7633587786259541
2012.917,31.7,1159.454,0,24.9496,121.53018,13.8,0.4339622641509434
2012.833,5.9,90.45606,9,24.97433,121.5431,52.7,8.783333333333333
2012.667,30.4,1735.595,2,24.96464,121.51623,25.9,0.8491803278688524
2012.667,1.1,329.9747,5,24.98254,121.54395,51.8,43.16666666666666
2013.417,31.5,5512.038,1,24.95095,121.48458,17.4,0.550632911392405
2012.667,14.6,339.2289,1,24.97519,121.53151,26.5,1.8027210884353742
2013.25,17.3,444.1334,1,24.97501,121.5273,43.9,2.522988505747126
2013.417,0.0,292.9978,6,24.97744,121.54458,63.3,632.9999999999999
2013.083,17.7,837.7233,0,24.96334,121.54767,28.8,1.6179775280898876
2013.25,17.0,1485.097,4,24.97073,121.517,30.7,1.7953216374269003
2013.167,16.2,2288.011,3,24.95885,121.51359,24.4,1.496932515337423
2012.917,15.9,289.3248,5,24.98203,121.54348,53.0,3.3125
2013.417,3.9,2147.376,3,24.96299,121.51284,31.7,7.925
2013.167,32.6,493.657,7,24.96968,121.54522,40.6,1.2415902140672783
2012.833,15.7,815.9314,4,24.97886,121.53464,38.1,2.4113924050632916
2013.25,17.8,1783.18,3,24.96731,121.51486,23.7,1.3240223463687149
2012.833,34.7,482.7581,5,24.97433,121.53863,41.1,1.1810344827586206
2013.417,17.2,390.5684,5,24.97937,121.54245,40.1,2.3179190751445087
2013.0,17.6,837.7233,0,24.96334,121.54767,23.0,1.2994350282485874
2013.333,10.8,252.5822,1,24.9746,121.53046,117.5,10.779816513761467
2012.917,17.7,451.6419,8,24.96945,121.5449,26.5,1.4887640449438202
2012.75,13.0,492.2313,5,24.96515,121.53737,40.5,3.0916030534351147
2013.417,13.2,170.1289,1,24.97371,121.52984,29.3,2.203007518796993
2013.167,27.5,394.0173,7,24.97305,121.53994,41.0,1.4855072463768115
2012.667,1.5,23.38284,7,24.96772,121.54102,49.7,31.0625
2013.0,19.1,461.1016,5,24.95425,121.5399,34.0,1.770833333333333
2013.417,21.2,2185.128,3,24.96322,121.51237,27.7,1.300469483568075
2012.75,0.0,208.3905,6,24.95618,121.53844,44.0,440.0
2013.417,2.6,1554.25,3,24.97026,121.51642,31.1,11.518518518518519
2013.25,2.3,184.3302,6,24.96581,121.54086,45.4,18.916666666666668
2013.333,4.7,387.7721,9,24.98118,121.53788,44.8,9.333333333333334
2012.917,2.0,1455.798,1,24.9512,121.549,25.6,12.19047619047619
2013.417,33.5,1978.671,2,24.98674,121.51844,23.5,0.6994047619047619
2012.917,15.0,383.2805,7,24.96735,121.54464,34.4,2.2781456953642385
2013.167,30.1,718.2937,3,24.97509,121.53644,55.3,1.8311258278145692
2012.917,5.9,90.45606,9,24.97433,121.5431,56.3,9.383333333333333
2013.0,19.2,461.1016,5,24.95425,121.5399,32.9,1.704663212435233
2013.583,16.6,323.6912,6,24.97841,121.5428,51.0,3.0538922155688617
2013.333,13.9,289.3248,5,24.98203,121.54348,44.5,3.1785714285714284
2013.083,37.7,490.3446,0,24.97217,121.53471,37.0,0.9788359788359787
2012.833,3.4,56.47425,7,24.95744,121.53711,54.4,15.542857142857143
2013.083,17.5,395.6747,5,24.95674,121.534,24.5,1.3920454545454544
2012.667,12.6,383.2805,7,24.96735,121.54464,42.5,3.346456692913386
2013.5,26.4,335.5273,6,24.9796,121.5414,38.1,1.437735849056604
2013.167,18.2,2179.59,3,24.96299,121.51252,21.8,1.1912568306010929
2012.75,12.5,1144.436,4,24.99176,121.53456,34.1,2.7063492063492065
2012.833,34.9,567.0349,4,24.97003,121.5458,28.5,0.8142857142857143
2013.333,16.7,4082.015,0,24.94155,121.50381,16.7,0.994047619047619
2013.167,33.2,121.7262,10,24.98178,121.54059,46.1,1.3843843843843842
2013.083,2.5,156.2442,4,24.96696,121.53992,36.9,14.192307692307692
2012.75,38.0,461.7848,0,24.97229,121.53445,35.7,0.937007874015748
2013.5,16.5,2288.011,3,24.95885,121.51359,23.2,1.397590361445783
2013.5,38.3,439.7105,0,24.97161,121.53423,38.4,1.0
2013.417,20.0,1626.083,3,24.96622,121.51668,29.4,1.4626865671641789
2013.083,16.2,289.3248,5,24.98203,121.54348,55.0,3.374233128834356
2013.5,14.4,169.9803,1,24.97369,121.52979,50.2,3.4620689655172416
2012.833,10.3,3079.89,0,24.9546,121.56627,24.7,2.375
2013.417,16.4,289.3248,5,24.98203,121.54348,53.0,3.212121212121212
2013.25,30.3,1264.73,0,24.94883,121.52954,19.1,0.6282894736842105
2013.583,16.4,1643.499,2,24.95394,121.55174,24.7,1.4969696969696968
2013.167,21.3,537.7971,4,24.97425,121.53814,42.2,1.9719626168224298
2013.583,35.4,318.5292,9,24.97071,121.54069,78.0,2.1971830985915495
2013.333,8.3,104.8101,5,24.96674,121.54067,42.8,5.095238095238095
2013.25,3.7,577.9615,6,24.97201,121.54722,41.6,10.947368421052632
2013.083,15.6,1756.411,2,24.9832,121.51812,27.3,1.7388535031847134
2013.25,13.3,250.631,7,24.96606,121.54297,42.0,3.134328358208955
2012.75,15.6,752.7669,2,24.97795,121.53451,37.5,2.388535031847134
2013.333,7.1,379.5575,10,24.98343,121.53762,49.8,6.916666666666667
2013.25,34.6,272.6783,5,24.95562,121.53872,26.9,0.7752161383285302
2012.75,13.5,4197.349,0,24.93885,121.50383,18.6,1.3676470588235297
2012.917,16.9,964.7496,4,24.98872,121.53411,37.7,2.2176470588235295
2013.0,12.9,187.4823,1,24.97388,121.52981,33.1,2.5461538461538464
2013.417,28.6,197.1338,6,24.97631,121.54436,42.5,1.4808362369337977
2012.667,12.4,1712.632,2,24.96412,121.5167,31.3,2.504
2013.083,36.6,488.8193,8,24.97015,121.54494,38.1,1.0381471389645776
2013.5,4.1,56.47425,7,24.95744,121.53711,62.1,14.785714285714288
2013.417,3.5,757.3377,3,24.97538,121.54971,36.7,10.194444444444445
2012.833,15.9,1497.713,3,24.97003,121.51696,23.6,1.475
2013.0,13.6,4197.349,0,24.93885,121.50383,19.2,1.4014598540145986
2013.083,32.0,1156.777,0,24.94935,121.53046,12.8,0.3987538940809969
2013.333,25.6,4519.69,0,24.94826,121.49587,15.6,0.6070038910505836
2013.167,39.8,617.7134,2,24.97577,121.53475,39.6,0.9924812030075189
2012.75,7.8,104.8101,5,24.96674,121.54067,38.4,4.860759493670886
2012.917,30.0,1013.341,5,24.99006,121.5346,22.8,0.7574750830564784
2013.583,27.3,337.6016,6,24.96431,121.54063,36.5,1.3321167883211678
2012.833,5.1,1867.233,2,24.98407,121.51748,35.6,6.846153846153848
2012.833,31.3,600.8604,5,24.96871,121.54651,30.9,0.984076433121019
2012.917,31.5,258.186,9,24.96867,121.54331,36.3,1.1487341772151898
2013.333,1.7,329.9747,5,24.98254,121.54395,50.4,28.0
2013.333,33.6,270.8895,0,24.97281,121.53265,42.9,1.2729970326409494
2013.0,13.0,750.0704,2,24.97371,121.54951,37.0,2.8244274809160306
2012.667,5.7,90.45606,9,24.97433,121.5431,53.5,9.224137931034482
2013.0,33.5,563.2854,8,24.98223,121.53597,46.6,1.3869047619047619
2013.5,34.6,3085.17,0,24.998,121.5155,41.2,1.1873198847262247
2012.667,0.0,185.4296,0,24.9711,121.5317,37.9,378.99999999999994
2013.417,13.2,1712.632,2,24.96412,121.5167,30.8,2.3157894736842106
2013.583,17.4,6488.021,1,24.95719,121.47353,11.2,0.64
2012.833,4.6,259.6607,6,24.97585,121.54516,53.7,11.42553191489362
2012.75,7.8,104.8101,5,24.96674,121.54067,47.0,5.9493670886075956
2013.0,13.2,492.2313,5,24.96515,121.53737,42.3,3.180451127819549
2012.833,4.0,2180.245,3,24.96324,121.51241,28.6,6.975609756097562
2012.833,18.4,2674.961,3,24.96143,121.50827,25.7,1.3891891891891892
2013.5,4.1,2147.376,3,24.96299,121.51284,31.3,7.452380952380953
2013.417,12.2,1360.139,1,24.95204,121.54842,30.1,2.447154471544716
2013.25,3.8,383.8624,5,24.98085,121.54391,60.7,15.564102564102566
2012.833,10.3,211.4473,1,24.97417,121.52999,45.3,4.35576923076923
2013.417,0.0,338.9679,9,24.96853,121.54413,44.9,448.99999999999994
2013.167,1.1,193.5845,6,24.96571,121.54089,45.1,37.58333333333333
2013.5,5.6,2408.993,0,24.95505,121.55964,24.7,4.333333333333334
2012.667,32.9,87.30222,10,24.983,121.54022,47.1,1.4272727272727272
2013.083,41.4,281.205,8,24.97345,121.54093,63.3,1.5253012048192771
2013.417,17.1,967.4,4,24.98872,121.53408,40.0,2.325581395348837
2013.5,32.3,109.9455,10,24.98182,121.54086,48.0,1.4814814814814816
2013.417,35.3,614.1394,7,24.97913,121.53666,33.1,0.9350282485875707
2012.917,17.3,2261.432,4,24.96182,121.51222,29.5,1.6954022988505746
2012.75,14.2,1801.544,1,24.95153,121.55254,24.8,1.7342657342657344
2012.833,15.0,1828.319,2,24.96464,121.51531,20.9,1.3841059602649006
2013.417,18.2,350.8515,1,24.97544,121.53119,43.1,2.3551912568306013
2012.667,20.2,2185.128,3,24.96322,121.51237,22.8,1.1231527093596059
2012.75,15.9,289.3248,5,24.98203,121.54348,42.1,2.63125
2013.5,4.1,312.8963,5,24.95591,121.53956,51.7,12.309523809523812
2013.0,33.9,157.6052,7,24.96628,121.54196,41.5,1.2205882352941178
2013.083,0.0,274.0144,1,24.9748,121.53059,52.2,522.0
2013.25,5.4,390.5684,5,24.97937,121.54245,49.5,9.0
2013.25,21.7,1157.988,0,24.96165,121.55011,23.8,1.091743119266055
2013.417,14.7,1717.193,2,24.96447,121.51649,30.5,2.060810810810811
2013.333,3.9,49.66105,8,24.95836,121.53756,56.8,14.2
2013.333,37.3,587.8877,8,24.97077,121.54634,37.4,1.0
2013.333,0.0,292.9978,6,24.97744,121.54458,69.7,697.0
2013.333,14.1,289.3248,5,24.98203,121.54348,53.3,3.7535211267605635
2013.417,8.0,132.5469,9,24.98298,121.53981,47.3,5.839506172839506
2013.0,16.3,3529.564,0,24.93207,121.51597,29.3,1.7865853658536583
2012.667,29.1,506.1144,4,24.97845,121.53889,40.3,1.3801369863013697
2012.75,16.1,4066.587,0,24.94297,121.50342,12.9,0.7962962962962962
2013.0,18.3,82.88643,10,24.983,121.54026,46.6,2.532608695652174
2012.833,0.0,185.4296,0,24.9711,121.5317,55.3,552.9999999999999
2013.25,16.2,2103.555,3,24.96042,121.51462,25.6,1.5705521472392638
2013.5,10.4,2251.938,4,24.95957,121.51353,27.3,2.6
2013.25,40.9,122.3619,8,24.96756,121.5423,67.7,1.651219512195122
2013.5,32.8,377.8302,9,24.97151,121.5435,38.6,1.1732522796352585
2013.583,6.2,1939.749,1,24.95155,121.55387,31.3,4.968253968253968
2013.083,42.7,443.802,6,24.97927,121.53874,35.3,0.8247663551401868
2013.0,16.9,967.4,4,24.98872,121.53408,40.3,2.3705882352941177
2013.5,32.6,4136.271,1,24.95544,121.4963,24.7,0.7553516819571865
2012.917,21.2,512.5487,4,24.974,121.53842,42.5,1.9953051643192488
2012.667,37.1,918.6357,1,24.97198,121.55063,31.9,0.85752688172043
2013.417,13.1,1164.838,4,24.99156,121.53406,32.2,2.43939393939394
2013.417,14.7,1717.193,2,24.96447,121.51649,23.0,1.5540540540540542
2012.917,12.7,170.1289,1,24.97371,121.52984,37.3,2.9140625
2013.25,26.8,482.7581,5,24.97433,121.53863,35.5,1.3197026022304832
2013.083,7.6,2175.03,3,24.96305,121.51254,27.7,3.597402597402598
2012.833,12.7,187.4823,1,24.97388,121.52981,28.5,2.2265625
2012.667,30.9,161.942,9,24.98353,121.53966,39.7,1.2806451612903227
2013.333,16.4,289.3248,5,24.98203,121.54348,41.2,2.496969696969697
2012.667,23.0,130.9945,6,24.95663,121.53765,37.2,1.6103896103896105
2013.167,1.9,372.1386,7,24.97293,121.54026,40.5,20.25
2013.0,5.2,2408.993,0,24.95505,121.55964,22.3,4.207547169811321
2013.417,18.5,2175.744,3,24.9633,121.51243,28.1,1.510752688172043
2013.0,13.7,4082.015,0,24.94155,121.50381,15.4,1.1159420289855073
2012.667,5.6,90.45606,9,24.97433,121.5431,50.0,8.771929824561404
2013.25,18.8,390.9696,7,24.97923,121.53986,40.6,2.148148148148148
2013.0,8.1,104.8101,5,24.96674,121.54067,52.5,6.402439024390245
2013.5,6.5,90.45606,9,24.97433,121.5431,63.9,9.681818181818182
